Question_Type,Dataset,Model_Family,Target_Model,Source_Model,Transfer_Type,Prompt,Batch_Size,median_acc,q25_acc,q75_acc,bias_median,acc_mean,best_acc,worst_acc
YN,COMPS,Falcon,Falcon3-3B-Base,Falcon3-10B-Instruct,Cross,instronly,500,0.5042857142857143,0.5042857142857143,0.5042857142857143,0.49571428571428566,0.5042857142857143,0.5042857142857143,0.5042857142857143
YN,COMPS,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Base,Cross,instronly,500,0.8128571428571428,0.8123809523809524,0.8128571428571428,0.009523809523809573,0.8126666666666665,0.8133333333333334,0.8119047619047619
YN,COMPS,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Base,Cross,instronly,500,0.810952380952381,0.8104761904761905,0.8114285714285714,0.02238095238095239,0.8110238095238097,0.8123809523809524,0.81
YN,COMPS,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Instruct,Cross,instronly,500,0.7933333333333333,0.7804761904761904,0.7986904761904762,0.13714285714285712,0.7890142857142857,0.8142857142857143,0.7338095238095238
YN,COMPS,Falcon,Falcon3-10B-Base,Falcon3-3B-Base,Cross,instronly,500,0.8683333333333334,0.8661904761904762,0.8695238095238095,0.03261904761904759,0.867604761904762,0.8704761904761905,0.8628571428571429
YN,COMPS,Falcon,Falcon3-10B-Base,Falcon3-3B-Instruct,Cross,instronly,500,0.8366666666666667,0.8140476190476191,0.8529761904761906,0.11666666666666665,0.8304619047619047,0.8714285714285714,0.7257142857142858
YN,COMPS,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,Cross,instronly,500,0.5192857142857144,0.5094047619047619,0.5380952380952382,0.48071428571428565,0.5294095238095238,0.6395238095238095,0.5042857142857143
YN,COMPS,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Base,Cross,instronly,500,0.840952380952381,0.840952380952381,0.8419047619047619,0.05714285714285716,0.8411904761904764,0.8428571428571429,0.84
YN,COMPS,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Instruct,Cross,instronly,500,0.8447619047619047,0.8433333333333334,0.8452380952380952,0.037619047619047635,0.8445095238095238,0.8480952380952381,0.84
YN,COMPS,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Base,Cross,instronly,500,0.8361904761904762,0.8357142857142857,0.8385714285714285,0.06666666666666671,0.8370190476190477,0.840952380952381,0.8347619047619048
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-27b-pt,Same,instronly,500,0.8757142857142857,0.8741289409722623,0.8771428571428571,0.002857142857142808,0.8755478980892326,0.8857142857142857,0.8638613861386139
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-27b-it,Same,instronly,500,0.8752380952380953,0.8742857142857143,0.8773809523809524,0.0038131553860819845,0.8745257676314894,0.8809523809523809,0.8267326732673267
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-12b-pt,Same,instronly,500,0.8747619047619047,0.8735313001605136,0.8766666666666667,0.0047619047619048005,0.8747516627367945,0.8819047619047619,0.8613861386138614
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-12b-it,Same,instronly,500,0.8733333333333333,0.8718437060238776,0.875,0.0033333333333333826,0.8724506848243121,0.878095238095238,0.8366336633663366
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-27b-it,Cross,instronly,500,0.5042857142857143,0.5042857142857143,0.5042857142857143,0.49571428571428566,0.5042857142857143,0.5042857142857143,0.5042857142857143
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-12b-pt,Cross,instronly,500,0.8590476190476191,0.8590476190476191,0.8747619047619047,0.03904761904761908,0.8637619047619046,0.8747619047619047,0.8528571428571429
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-12b-it,Cross,instronly,500,0.5371428571428571,0.5142857142857142,0.5866666666666667,0.46285714285714286,0.5746809523809524,0.8804761904761905,0.5042857142857143
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-27b-pt,Cross,instronly,500,0.8709523809523809,0.8709523809523809,0.8709523809523809,0.06714285714285714,0.870985714285714,0.8714285714285714,0.8704761904761905
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-12b-pt,Cross,instronly,500,0.8704761904761905,0.8704761904761905,0.8709523809523809,0.06761904761904766,0.870619047619048,0.8709523809523809,0.87
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-12b-it,Cross,instronly,500,0.8733333333333333,0.8728571428571429,0.8733333333333333,0.043809523809523826,0.8732904761904762,0.878095238095238,0.871904761904762
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-27b-pt,Cross,instronly,500,0.8790476190476191,0.8790476190476191,0.8790476190476191,0.052380952380952334,0.8777952380952384,0.88,0.8647619047619047
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-27b-it,Cross,instronly,500,0.5042857142857143,0.5042857142857143,0.5042857142857143,0.49571428571428566,0.5042857142857143,0.5042857142857143,0.5042857142857143
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-12b-it,Cross,instronly,500,0.5061904761904762,0.5042857142857143,0.518095238095238,0.4938095238095238,0.538947619047619,0.8642857142857143,0.5042857142857143
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-27b-pt,Cross,instronly,500,0.8685714285714285,0.8680952380952381,0.8685714285714285,0.03333333333333338,0.8684571428571427,0.8695238095238095,0.8680952380952381
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-27b-it,Cross,instronly,500,0.8535714285714286,0.8461904761904762,0.8601190476190477,0.07476190476190474,0.852595238095238,0.8733333333333333,0.8104761904761905
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-12b-pt,Cross,instronly,500,0.8685714285714285,0.8680952380952381,0.8685714285714285,0.03523809523809526,0.8683142857142856,0.8685714285714285,0.8661904761904762
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-8B,Same,instronly,500,0.8413530252501191,0.839047619047619,0.8425468975468975,0.00481000481000482,0.8402663830398956,0.8466666666666667,0.8094059405940595
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,Same,instronly,500,0.8528571428571429,0.8511904761904762,0.8538737356517786,0.003809523809523818,0.851745409845335,0.8590476190476191,0.8242574257425742
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-70B,Same,instronly,500,0.8928571428571429,0.8913612313612314,0.8942857142857142,0.00302663438256659,0.8919178735047122,0.8978046934140802,0.8514851485148515
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B-Instruct,Same,instronly,500,0.8814285714285715,0.88,0.882691420180407,0.0028571428571428636,0.8807826614714016,0.8856598380181039,0.849009900990099
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-8B-Instruct,Cross,instronly,500,0.8319047619047619,0.81,0.8395238095238096,0.03285714285714289,0.8266666666666667,0.8461904761904762,0.7742857142857142
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-70B,Cross,instronly,500,0.8004761904761905,0.7947619047619048,0.8166666666666667,0.14809523809523809,0.8042285714285711,0.8414285714285714,0.7566666666666667
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-70B-Instruct,Cross,instronly,500,0.82,0.7947619047619048,0.840952380952381,0.08523809523809528,0.8147380952380953,0.8461904761904762,0.7038095238095238
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B,Cross,instronly,500,0.8566666666666667,0.8528571428571429,0.8566666666666667,0.02357142857142855,0.8549476190476193,0.8580952380952381,0.8528571428571429
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B,Cross,instronly,500,0.8445238095238095,0.8395238095238096,0.8504761904761905,0.07119047619047617,0.844642857142857,0.8547619047619047,0.8333333333333334
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B-Instruct,Cross,instronly,500,0.8528571428571429,0.8395238095238096,0.8547619047619047,0.0414285714285714,0.8479714285714286,0.8566666666666667,0.809047619047619
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-8B,Cross,instronly,500,0.8685714285714285,0.85,0.8704761904761905,0.07047619047619053,0.8610904761904762,0.8842857142857142,0.8476190476190476
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-8B-Instruct,Cross,instronly,500,0.8471428571428572,0.8295238095238096,0.85,0.09761904761904766,0.845442857142857,0.8942857142857142,0.8071428571428572
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-70B-Instruct,Cross,instronly,500,0.8859523809523809,0.8715476190476191,0.8923809523809524,0.03880952380952382,0.8763809523809521,0.8957142857142857,0.7790476190476191
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B,Cross,instronly,500,0.8823809523809524,0.8809523809523809,0.8823809523809524,0.007619047619047636,0.8815952380952381,0.8833333333333333,0.8795238095238095
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,Cross,instronly,500,0.8809523809523809,0.8795238095238095,0.8809523809523809,0.015238095238095245,0.8806523809523807,0.8823809523809524,0.8790476190476191
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B,Cross,instronly,500,0.8802380952380953,0.88,0.8804761904761905,0.007857142857142826,0.8804380952380951,0.8852380952380953,0.8795238095238095
YN,COMPS,Falcon,Falcon3-3B-Base,Falcon3-3B-Base,Same,fewshot,500,0.84,0.8385388665650547,0.8414285714285714,0.0038095238095237627,0.8387418197715933,0.8447619047619047,0.7920792079207921
YN,COMPS,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Instruct,Same,fewshot,500,0.8085714285714286,0.8076190476190476,0.8104761904761905,0.004761904761904745,0.808499752736501,0.8180952380952381,0.7871287128712872
YN,COMPS,Falcon,Falcon3-10B-Base,Falcon3-10B-Base,Same,fewshot,500,0.8842857142857142,0.8833333333333333,0.8852380952380953,0.0025614754098360615,0.8836925695685308,0.888095238095238,0.8613861386138614
YN,COMPS,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Instruct,Same,fewshot,500,0.8566666666666667,0.8557142857142858,0.8580952380952381,0.003333333333333327,0.8568962163306568,0.8623445825932504,0.8415841584158416
YN,COMPS,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,Cross,fewshot,500,0.7935714285714286,0.7423809523809524,0.830952380952381,0.15499999999999997,0.7778333333333332,0.8423809523809523,0.5947619047619047
YN,COMPS,Falcon,Falcon3-3B-Base,Falcon3-10B-Base,Cross,fewshot,500,0.8223809523809524,0.8122619047619049,0.8329761904761905,0.07190476190476193,0.8197047619047619,0.8423809523809523,0.7533333333333333
YN,COMPS,Falcon,Falcon3-3B-Base,Falcon3-10B-Instruct,Cross,fewshot,500,0.7714285714285714,0.7263095238095237,0.8072619047619047,0.1871428571428571,0.7538095238095238,0.8414285714285714,0.5438095238095239
YN,COMPS,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Base,Cross,fewshot,500,0.8066666666666666,0.8061904761904762,0.8071428571428572,0.018095238095238136,0.8065476190476191,0.8080952380952381,0.8052380952380952
YN,COMPS,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Base,Cross,fewshot,500,0.8066666666666666,0.8061904761904762,0.8071428571428572,0.030714285714285736,0.8064428571428571,0.8080952380952381,0.8014285714285714
YN,COMPS,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Instruct,Cross,fewshot,500,0.8095238095238095,0.8075,0.811547619047619,0.01190476190476189,0.8095095238095239,0.8138095238095238,0.8014285714285714
YN,COMPS,Falcon,Falcon3-10B-Base,Falcon3-3B-Base,Cross,fewshot,500,0.8847619047619047,0.8842857142857142,0.8847619047619047,0.020952380952380945,0.8844666666666667,0.8861904761904762,0.8828571428571429
YN,COMPS,Falcon,Falcon3-10B-Base,Falcon3-3B-Instruct,Cross,fewshot,500,0.8704761904761905,0.8438095238095238,0.8819047619047619,0.06809523809523807,0.8589380952380953,0.8857142857142857,0.7571428571428571
YN,COMPS,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,Cross,fewshot,500,0.855952380952381,0.8365476190476191,0.8788095238095238,0.09119047619047617,0.8462476190476189,0.8857142857142857,0.680952380952381
YN,COMPS,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Base,Cross,fewshot,500,0.8542857142857143,0.8538095238095238,0.8542857142857143,0.02238095238095239,0.8541142857142856,0.8547619047619047,0.8538095238095238
YN,COMPS,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Instruct,Cross,fewshot,500,0.8566666666666667,0.8547619047619047,0.8572619047619048,0.012380952380952381,0.8567857142857142,0.8623809523809524,0.8528571428571429
YN,COMPS,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Base,Cross,fewshot,500,0.8542857142857143,0.8538095238095238,0.8542857142857143,0.027619047619047626,0.8540714285714285,0.8552380952380952,0.8504761904761905
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-27b-pt,Same,fewshot,500,0.9039487726787621,0.9028571428571428,0.9057142857142857,0.003809523809523818,0.9039706126097077,0.9142857142857143,0.8861386138613861
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-27b-it,Same,fewshot,500,0.89,0.8890476190476191,0.8914285714285715,0.002857142857142808,0.8890344741093487,0.8938095238095238,0.8465346534653465
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-12b-pt,Same,fewshot,500,0.89,0.8882024782002315,0.8914285714285715,0.0038095238095237627,0.8890266354733164,0.8957142857142857,0.849009900990099
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-12b-it,Same,fewshot,500,0.8861904761904762,0.8846227536535907,0.8871428571428571,0.002857142857142808,0.8853466587573121,0.8916464891041163,0.8514851485148515
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-27b-it,Cross,fewshot,500,0.5371428571428571,0.5066666666666667,0.6447619047619048,0.46285714285714286,0.5783571428571429,0.8504761904761905,0.5042857142857143
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-12b-pt,Cross,fewshot,500,0.8971428571428571,0.8885714285714286,0.8971428571428571,0.029523809523809563,0.8933333333333331,0.8995238095238095,0.8819047619047619
YN,COMPS,Gemma3,gemma-3-27b-pt,gemma-3-12b-it,Cross,fewshot,500,0.7014285714285714,0.5880952380952381,0.7785714285714286,0.29666666666666663,0.6870999999999998,0.9085714285714286,0.5066666666666667
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-27b-pt,Cross,fewshot,500,0.8833333333333333,0.8828571428571429,0.8838095238095238,0.05857142857142858,0.883104761904762,0.8857142857142857,0.8804761904761905
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-12b-pt,Cross,fewshot,500,0.8804761904761905,0.8804761904761905,0.8809523809523809,0.06476190476190477,0.8805238095238096,0.8814285714285715,0.8785714285714286
YN,COMPS,Gemma3,gemma-3-27b-it,gemma-3-12b-it,Cross,fewshot,500,0.8914285714285715,0.89,0.8919047619047619,0.01476190476190481,0.8907380952380953,0.8933333333333333,0.8838095238095238
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-27b-pt,Cross,fewshot,500,0.8823809523809524,0.8790476190476191,0.8871428571428571,0.055714285714285716,0.8840809523809524,0.8947619047619048,0.8647619047619047
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-27b-it,Cross,fewshot,500,0.5076190476190476,0.5042857142857143,0.5252380952380953,0.49238095238095236,0.5203714285714287,0.7304761904761905,0.5042857142857143
YN,COMPS,Gemma3,gemma-3-12b-pt,gemma-3-12b-it,Cross,fewshot,500,0.5461904761904761,0.5119047619047619,0.5889285714285715,0.4538095238095238,0.5745428571428571,0.8809523809523809,0.5042857142857143
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-27b-pt,Cross,fewshot,500,0.8828571428571429,0.8819047619047619,0.8828571428571429,0.030476190476190518,0.8826523809523811,0.8833333333333333,0.8819047619047619
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-27b-it,Cross,fewshot,500,0.8857142857142857,0.884047619047619,0.8877380952380952,0.01452380952380948,0.8853047619047618,0.89,0.8761904761904762
YN,COMPS,Gemma3,gemma-3-12b-it,gemma-3-12b-pt,Cross,fewshot,500,0.8828571428571429,0.8828571428571429,0.8828571428571429,0.03333333333333338,0.8828571428571428,0.8833333333333333,0.8819047619047619
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-8B,Same,fewshot,500,0.8727965697951405,0.8713672885741522,0.8738095238095238,0.005238095238095236,0.8720514752868083,0.8778258778258778,0.8514851485148515
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,Same,fewshot,500,0.8628571428571429,0.8604761904761905,0.8640476190476191,0.0033349213911386677,0.8616111742726221,0.8680952380952381,0.8242574257425742
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-70B,Same,fewshot,500,0.9093113482056256,0.9078352503459697,0.9104761904761904,0.0023809523809523725,0.908739613109835,0.9142857142857143,0.8886138613861386
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B-Instruct,Same,fewshot,500,0.8790476190476191,0.878095238095238,0.8805940355940356,0.0032017075773745907,0.8784513944919997,0.8861904761904762,0.844059405940594
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-8B-Instruct,Cross,fewshot,500,0.8471428571428572,0.8330952380952381,0.8604761904761905,0.10523809523809524,0.843147619047619,0.8695238095238095,0.7904761904761904
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-70B,Cross,fewshot,500,0.7561904761904762,0.7366666666666667,0.7795238095238095,0.2228571428571428,0.7520809523809525,0.8061904761904762,0.6752380952380952
YN,COMPS,Llama3,Llama-3.1-8B,Llama-3.1-70B-Instruct,Cross,fewshot,500,0.7904761904761904,0.7561904761904762,0.8161904761904762,0.1847619047619047,0.7858285714285715,0.8552380952380952,0.6623809523809524
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B,Cross,fewshot,500,0.8580952380952381,0.8557142857142858,0.8580952380952381,0.054285714285714326,0.858052380952381,0.8652380952380953,0.8547619047619047
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B,Cross,fewshot,500,0.8628571428571429,0.8627380952380952,0.8638095238095238,0.05142857142857141,0.861895238095238,0.8647619047619047,0.8352380952380952
YN,COMPS,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-70B-Instruct,Cross,fewshot,500,0.8628571428571429,0.861904761904762,0.8638095238095238,0.03619047619047616,0.8621714285714286,0.8647619047619047,0.8252380952380952
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-8B,Cross,fewshot,500,0.8609523809523809,0.8533333333333334,0.8609523809523809,0.10380952380952385,0.8582000000000001,0.8704761904761905,0.8452380952380952
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-8B-Instruct,Cross,fewshot,500,0.8904761904761904,0.8852380952380953,0.8928571428571429,0.049523809523809526,0.8893523809523809,0.9071428571428571,0.8685714285714285
YN,COMPS,Llama3,Llama-3.1-70B,Llama-3.1-70B-Instruct,Cross,fewshot,500,0.9071428571428571,0.8971428571428571,0.91,0.01666666666666669,0.9043523809523808,0.910952380952381,0.8876190476190476
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B,Cross,fewshot,500,0.8738095238095238,0.8738095238095238,0.8742857142857143,0.0623809523809524,0.8741809523809525,0.8761904761904762,0.8728571428571429
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-8B-Instruct,Cross,fewshot,500,0.8776190476190476,0.8760714285714286,0.8797619047619047,0.025238095238095254,0.8777952380952382,0.8814285714285715,0.8742857142857143
YN,COMPS,Llama3,Llama-3.1-70B-Instruct,Llama-3.1-70B,Cross,fewshot,500,0.878095238095238,0.878095238095238,0.88,0.011428571428571399,0.8786333333333333,0.8814285714285715,0.8733333333333333
YN,EWOK,Falcon,Falcon3-3B-Base,Falcon3-3B-Base,Same,zeroshot,500,0.5894194756554307,0.586376404494382,0.5912921348314607,0.011001872659176057,0.5888968560850028,0.596441947565543,0.5805243445692884
YN,EWOK,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Instruct,Same,zeroshot,500,0.6179775280898876,0.6161048689138576,0.6198501872659176,0.004447565543071144,0.6179219356521721,0.6235955056179775,0.6128277153558053
YN,EWOK,Falcon,Falcon3-10B-Base,Falcon3-10B-Base,Same,zeroshot,500,0.6680711610486891,0.6659195817092677,0.6690074906367042,0.01217228464419473,0.6676968813670042,0.6737623762376238,0.6591760299625468
YN,EWOK,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Instruct,Same,zeroshot,500,0.7146535580524345,0.7121956928838952,0.7175795880149812,0.012989950680461312,0.714477046222906,0.7209737827715356,0.7059925093632958
YN,EWOK,Falcon,Falcon3-3B-Base,Falcon3-3B-Instruct,Cross,zeroshot,500,0.5161516853932584,0.5135767790262172,0.5179073033707865,0.4620786516853933,0.5160440074906366,0.523876404494382,0.5070224719101124
YN,EWOK,Falcon,Falcon3-3B-Base,Falcon3-10B-Base,Cross,zeroshot,500,0.5842696629213483,0.5828651685393258,0.5852059925093633,0.06273408239700376,0.5843820224719102,0.5931647940074907,0.5767790262172284
YN,EWOK,Falcon,Falcon3-3B-Base,Falcon3-10B-Instruct,Cross,zeroshot,500,0.5632022471910112,0.5585205992509363,0.5708099250936329,0.35252808988764045,0.5629213483146067,0.5823970037453183,0.5388576779026217
YN,EWOK,Falcon,Falcon3-3B-Instruct,Falcon3-3B-Base,Cross,zeroshot,500,0.5959737827715356,0.5945692883895131,0.5978464419475655,0.2816011235955056,0.5960533707865168,0.599250936329588,0.5917602996254682
YN,EWOK,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Base,Cross,zeroshot,500,0.5931647940074907,0.5916432584269663,0.5936329588014981,0.301498127340824,0.5929166666666668,0.5987827715355806,0.5898876404494382
YN,EWOK,Falcon,Falcon3-3B-Instruct,Falcon3-10B-Instruct,Cross,zeroshot,500,0.5711610486891385,0.5697565543071161,0.574438202247191,0.3782771535580524,0.5709316479400749,0.5838014981273408,0.5557116104868914
YN,EWOK,Falcon,Falcon3-10B-Base,Falcon3-3B-Base,Cross,zeroshot,500,0.6676029962546817,0.6671348314606742,0.6685393258426966,0.04002808988764045,0.6672425093632959,0.6704119850187266,0.6624531835205992
YN,EWOK,Falcon,Falcon3-10B-Base,Falcon3-3B-Instruct,Cross,zeroshot,500,0.5847378277153558,0.577247191011236,0.5908239700374532,0.34035580524344566,0.5834503745318353,0.6015917602996255,0.5589887640449438
YN,EWOK,Falcon,Falcon3-10B-Base,Falcon3-10B-Instruct,Cross,zeroshot,500,0.6385767790262172,0.6254681647940075,0.647003745318352,0.17088014981273408,0.6351029962546817,0.6596441947565543,0.6015917602996255
YN,EWOK,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Base,Cross,zeroshot,500,0.7059925093632958,0.7055243445692884,0.7064606741573034,0.11352996254681648,0.7058754681647939,0.7083333333333334,0.7045880149812734
YN,EWOK,Falcon,Falcon3-10B-Instruct,Falcon3-3B-Instruct,Cross,zeroshot,500,0.6605805243445693,0.6573033707865169,0.6615168539325843,0.24953183520599254,0.6597846441947566,0.6685393258426966,0.6484082397003745
YN,EWOK,Falcon,Falcon3-10B-Instruct,Falcon3-10B-Base,Cross,zeroshot,500,0.7069288389513109,0.7059925093632958,0.7078651685393258,0.10346441947565543,0.7072378277153558,0.7148876404494382,0.7045880149812734
YN,EWOK,Gemma3,gemma-3-27b-pt,gemma-3-27b-pt,Same,zeroshot,500,0.5973782771535581,0.5941011235955056,0.6000702247191011,0.009618700634108357,0.5972900983250412,0.6062734082397003,0.5903558052434457
YN,EWOK,Gemma3,gemma-3-27b-it,gemma-3-27b-it,Same,zeroshot,500,0.7347705904673567,0.7331460674157303,0.7364232209737828,0.027384918561100965,0.7345213167386785,0.7401685393258427,0.7275280898876404
YN,EWOK,Gemma3,gemma-3-12b-pt,gemma-3-12b-pt,Same,zeroshot,500,0.586783504315258,0.5847378277153558,0.5884831460674157,0.007022471910112363,0.5865573190804786,0.5912921348314607,0.5814606741573034
YN,EWOK,Gemma3,gemma-3-12b-it,gemma-3-12b-it,Same,zeroshot,500,0.6879124098185396,0.6855102996254682,0.6891385767790262,0.011235955056179803,0.6873385085829264,0.6938202247191011,0.6807116104868914
YN,EWOK,Gemma3,gemma-3-27b-pt,gemma-3-27b-it,Cross,zeroshot,500,0.5898876404494382,0.575374531835206,0.5939840823970037,0.04681647940074907,0.5872940074906369,0.6072097378277154,0.5585205992509363
YN,EWOK,Gemma3,gemma-3-27b-pt,gemma-3-12b-pt,Cross,zeroshot,500,0.6036985018726592,0.6034644194756554,0.6039325842696629,0.02481273408239701,0.6030992509363298,0.6086142322097379,0.5898876404494382
YN,EWOK,Gemma3,gemma-3-27b-pt,gemma-3-12b-it,Cross,zeroshot,500,0.5194288389513109,0.5173220973782772,0.526685393258427,0.3806179775280899,0.5214466292134831,0.5313670411985019,0.5140449438202247
YN,EWOK,Gemma3,gemma-3-27b-it,gemma-3-27b-pt,Cross,zeroshot,500,0.7326779026217228,0.7326779026217228,0.7350187265917603,0.04728464419475653,0.7336189138576777,0.7368913857677902,0.7326779026217228
YN,EWOK,Gemma3,gemma-3-27b-it,gemma-3-12b-pt,Cross,zeroshot,500,0.7326779026217228,0.7326779026217228,0.7326779026217228,0.04728464419475653,0.7326544943820223,0.7373595505617978,0.7294007490636704
YN,EWOK,Gemma3,gemma-3-27b-it,gemma-3-12b-it,Cross,zeroshot,500,0.7181647940074907,0.7158239700374532,0.7247191011235955,0.08146067415730338,0.7183426966292135,0.7275280898876404,0.7078651685393258
YN,EWOK,Gemma3,gemma-3-12b-pt,gemma-3-27b-pt,Cross,zeroshot,500,0.5856741573033708,0.5856741573033708,0.5861423220973783,0.008895131086142344,0.5859129213483149,0.5875468164794008,0.5842696629213483
YN,EWOK,Gemma3,gemma-3-12b-pt,gemma-3-27b-it,Cross,zeroshot,500,0.5856741573033708,0.5774812734082397,0.5856741573033708,0.07256554307116103,0.5815168539325843,0.5917602996254682,0.5589887640449438
YN,EWOK,Gemma3,gemma-3-12b-pt,gemma-3-12b-it,Cross,zeroshot,500,0.5280898876404494,0.5234082397003745,0.5332397003745318,0.40543071161048694,0.528192883895131,0.5430711610486891,0.5163857677902621
YN,EWOK,Gemma3,gemma-3-12b-it,gemma-3-27b-pt,Cross,zeroshot,500,0.6896067415730337,0.6891385767790262,0.6928838951310862,0.1704119850187266,0.6907350187265918,0.6938202247191011,0.6886704119850188
YN,EWOK,Gemma3,gemma-3-12b-it,gemma-3-27b-it,Cross,zeroshot,500,0.6914794007490637,0.6905430711610487,0.6928838951310862,0.149812734082397,0.691142322097378,0.6933520599250936,0.6830524344569289
YN,EWOK,Gemma3,gemma-3-12b-it,gemma-3-12b-pt,Cross,zeroshot,500,0.6886704119850188,0.6886704119850188,0.6891385767790262,0.17181647940074907,0.6888529962546815,0.6933520599250936,0.6830524344569289
YN,EWOK,Llama3,Llama-3.1-8B,Llama-3.1-8B,Same,zeroshot,500,0.5557116104868914,0.5534878277153558,0.5575842696629213,0.028818924749316632,0.5556183675241383,0.5617977528089888,0.5491573033707865
YN,EWOK,Llama3,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,Same,zeroshot,500,0.6385767790262172,0.6367041198501873,0.6404494382022472,0.006788389513108617,0.638107381710386,0.6427902621722846,0.6320224719101124
YN,EWOK,Llama3,Llama-3.1-70B,Llama-3.1-70B,Same,zeroshot,500,0.611711288347033,0.6100187265917603,0.6137640449438202,0.0077247191011236005,0.6118074500095724,0.6198501872659176,0.6067415730337079
